Number;x;y;Longitude;Latitude;Intensity;Temperature (C);Distance (km);1;69;524;137.8971;39.98587;559;22;0
423;38;946;137.4941;35.65677;458;12;482.6725;;;;;;;;
424;38;947;137.4941;35.64621;456;11;483.8436;;;;;;;;
425;38;948;137.4941;35.63565;455;11;485.0148;;;;;;;;
426;38;949;137.4941;35.62509;452;11;486.1862;;;;;;;;
427;38;950;137.4941;35.61453;451;11;487.3577;;;;;;;;
428;38;951;137.4941;35.60396;452;11;488.5294;;;;;;;;
429;38;952;137.4941;35.5934;453;11;489.7013;;;;;;;;
430;38;953;137.4941;35.58283;453;11;490.8734;;;;;;;;
431;37;954;137.4811;35.57226;452;11;492.1291;;;;;;;;
432;37;955;137.4811;35.56169;449;11;493.3013;;;;;;;;
433;37;956;137.4811;35.55112;448;11;494.4737;;;;;;;;
434;37;957;137.4811;35.54055;451;11;495.6462;;;;;;;;
435;37;958;137.4811;35.52998;449;11;496.8189;;;;;;;;
436;37;959;137.4811;35.5194;448;11;497.9918;;;;;;;;
437;37;960;137.4811;35.50882;448;11;499.1649;;;;;;;;
438;37;961;137.4811;35.49825;448;11;500.3381;;;;;;;;
439;37;962;137.4811;35.48767;448;11;501.5115;;;;;;;;
440;37;963;137.4811;35.47709;449;11;502.6851;;;;;;;;
441;37;964;137.4811;35.4665;452;11;503.8588;;;;;;;;
442;37;965;137.4811;35.45592;453;11;505.0327;;;;;;;;
443;37;966;137.4811;35.44534;453;11;506.2068;;;;;;;;
444;36;967;137.4681;35.43475;451;11;507.4647;;;;;;;;
445;36;968;137.4681;35.42416;448;11;508.6389;;;;;;;;
446;36;969;137.4681;35.41357;447;10;509.8133;;;;;;;;
447;36;970;137.4681;35.40298;446;10;510.9878;;;;;;;;
448;36;971;137.4681;35.39239;446;10;512.1625;;;;;;;;
449;36;972;137.4681;35.3818;447;10;513.3374;;;;;;;;
450;36;973;137.4681;35.3712;448;11;514.5125;;;;;;;;
451;36;974;137.4681;35.36061;448;11;515.6877;;;;;;;;
452;36;975;137.4681;35.35001;448;11;516.8631;;;;;;;;
453;36;976;137.4681;35.33941;448;11;518.0387;;;;;;;;
454;36;977;137.4681;35.32881;448;11;519.2144;;;;;;;;
455;36;978;137.4681;35.31821;449;11;520.3903;;;;;;;;
456;36;979;137.4681;35.30761;448;11;521.5664;;;;;;;;
457;36;980;137.4681;35.297;448;11;522.7426;;;;;;;;
458;35;981;137.4551;35.2864;452;11;524.0027;;;;;;;;
459;35;982;137.4551;35.27579;452;11;525.1791;;;;;;;;
460;35;983;137.4551;35.26518;450;11;526.3556;;;;;;;;
461;35;984;137.4551;35.25457;450;11;527.5323;;;;;;;;
462;35;985;137.4551;35.24396;450;11;528.7092;;;;;;;;
463;35;986;137.4551;35.23335;452;11;529.8863;;;;;;;;
464;35;987;137.4551;35.22274;453;11;531.0635;;;;;;;;
465;35;988;137.4551;35.21212;451;11;532.2409;;;;;;;;
466;35;989;137.4551;35.2015;450;11;533.4185;;;;;;;;
467;35;990;137.4551;35.19089;450;11;534.5962;;;;;;;;
468;35;991;137.4551;35.18027;448;11;535.7741;;;;;;;;
469;35;992;137.4551;35.16965;452;11;536.9522;;;;;;;;
470;35;993;137.4551;35.15902;452;11;538.1304;;;;;;;;
471;34;994;137.4421;35.1484;451;11;539.3927;;;;;;;;
472;34;995;137.4421;35.13778;450;11;540.571;;;;;;;;
473;34;996;137.4421;35.12715;451;11;541.7496;;;;;;;;
474;34;997;137.4421;35.11652;453;11;542.9283;;;;;;;;
475;34;998;137.4421;35.10589;455;11;544.1072;;;;;;;;
476;34;999;137.4421;35.09526;455;11;545.2863;;;;;;;;
477;34;1000;137.4421;35.08463;455;11;546.4655;;;;;;;;
478;34;1001;137.4421;35.074;455;11;547.6449;;;;;;;;
479;34;1002;137.4421;35.06336;455;11;548.8245;;;;;;;;
480;34;1003;137.4421;35.05273;456;11;550.0042;;;;;;;;
481;34;1004;137.4421;35.04209;455;11;551.1841;;;;;;;;
482;34;1005;137.4421;35.03145;454;11;552.3641;;;;;;;;
483;34;1006;137.4421;35.02081;455;11;553.5444;;;;;;;;
484;33;1007;137.4291;35.01017;455;11;554.8088;;;;;;;;
485;33;1008;137.4291;34.99952;455;11;555.9892;;;;;;;;
486;33;1009;137.4291;34.98888;456;11;557.1697;;;;;;;;
487;33;1010;137.4291;34.97823;456;11;558.3505;;;;;;;;
488;33;1011;137.4291;34.96759;456;11;559.5313;;;;;;;;
489;33;1012;137.4291;34.95694;457;11;560.7124;;;;;;;;
490;33;1013;137.4291;34.94629;456;11;561.8936;;;;;;;;
491;33;1014;137.4291;34.93564;457;11;563.075;;;;;;;;
492;33;1015;137.4291;34.92498;459;12;564.2566;;;;;;;;
493;33;1016;137.4291;34.91433;459;12;565.4383;;;;;;;;
494;33;1017;137.4291;34.90367;458;12;566.6202;;;;;;;;
495;33;1018;137.4291;34.89302;458;12;567.8022;;;;;;;;
496;33;1019;137.4291;34.88236;459;12;568.9844;;;;;;;;
497;33;1020;137.4291;34.8717;457;11;570.1668;;;;;;;;
498;32;1021;137.4161;34.86104;455;11;571.4334;;;;;;;;
499;32;1022;137.4161;34.85038;455;11;572.6159;;;;;;;;
500;32;1023;137.4161;34.83971;455;11;573.7987;;;;;;;;
501;32;1024;137.4161;34.82905;455;11;574.9815;;;;;;;;
502;32;1025;137.4161;34.81838;455;11;576.1646;;;;;;;;
503;32;1026;137.4161;34.80771;454;11;577.3478;;;;;;;;
504;32;1027;137.4161;34.79704;456;11;578.5312;;;;;;;;
505;32;1028;137.4161;34.78637;456;11;579.7147;;;;;;;;
506;32;1029;137.4161;34.7757;457;11;580.8984;;;;;;;;
507;32;1030;137.4161;34.76503;457;11;582.0823;;;;;;;;
508;32;1031;137.4161;34.75435;461;12;583.2663;;;;;;;;
509;32;1032;137.4161;34.74368;466;12;584.4505;;;;;;;;
510;32;1033;137.4161;34.733;461;12;585.6349;;;;;;;;
511;31;1034;137.4031;34.72232;462;12;586.9037;;;;;;;;
512;31;1035;137.4031;34.71164;463;12;588.0882;;;;;;;;
513;31;1036;137.4031;34.70096;463;12;589.2729;;;;;;;;
514;31;1037;137.4031;34.69027;464;12;590.4578;;;;;;;;
515;31;1038;137.4031;34.67959;467;12;591.6428;;;;;;;;
516;31;1039;137.4031;34.6689;468;13;592.828;;;;;;;;
517;31;1040;137.4031;34.65822;476;13;594.0134;;;;;;;;
518;31;1041;137.4031;34.64753;482;14;595.1989;;;;;;;;
519;31;1042;137.4031;34.63684;519;18;596.3846;;;;;;;;
520;31;1043;137.4031;34.62615;544;20;597.5705;;;;;;;;
521;31;1044;137.4031;34.61545;559;22;598.7565;;;;;;;;
522;31;1045;137.4031;34.60476;598;26;599.9427;;;;;;;;
523;31;1046;137.4031;34.59406;596;25;601.129;;;;;;;;
524;31;1047;137.4031;34.58337;597;25;602.3155;;;;;;;;
525;30;1048;137.3901;34.57267;595;25;603.5865;;;;;;;;
526;30;1049;137.3901;34.56197;600;26;604.7732;;;;;;;;
527;30;1050;137.3901;34.55127;600;26;605.96;;;;;;;;
528;30;1051;137.3901;34.54057;601;26;607.147;;;;;;;;
529;30;1052;137.3901;34.52986;602;26;608.3342;;;;;;;;
530;30;1053;137.3901;34.51916;599;26;609.5216;;;;;;;;
531;30;1054;137.3901;34.50845;591;25;610.7091;;;;;;;;
532;30;1055;137.3901;34.49774;598;26;611.8967;;;;;;;;
533;30;1056;137.3901;34.48703;601;26;613.0846;;;;;;;;
534;30;1057;137.3901;34.47632;602;26;614.2726;;;;;;;;
535;30;1058;137.3901;34.46561;605;26;615.4608;;;;;;;;
536;30;1059;137.3901;34.4549;608;27;616.6491;;;;;;;;
537;30;1060;137.3901;34.44418;608;27;617.8376;;;;;;;;
538;29;1061;137.3771;34.43347;607;26;619.1107;;;;;;;;
539;29;1062;137.3771;34.42275;607;26;620.2993;;;;;;;;
540;29;1063;137.3771;34.41203;606;26;621.4882;;;;;;;;
541;29;1064;137.3771;34.40131;600;26;622.6772;;;;;;;;
542;29;1065;137.3771;34.39059;600;26;623.8663;;;;;;;;
543;29;1066;137.3771;34.37987;595;25;625.0557;;;;;;;;
544;29;1067;137.3771;34.36914;585;24;626.2452;;;;;;;;
545;29;1068;137.3771;34.35842;581;24;627.4348;;;;;;;;
546;29;1069;137.3771;34.34769;584;24;628.6246;;;;;;;;
547;29;1070;137.3771;34.33696;593;25;629.8146;;;;;;;;
548;29;1071;137.3771;34.32623;596;25;631.0048;;;;;;;;
549;29;1072;137.3771;34.3155;600;26;632.1951;;;;;;;;
550;29;1073;137.3771;34.30477;607;26;633.3856;;;;;;;;
551;29;1074;137.3771;34.29403;603;26;634.5762;;;;;;;;
552;28;1075;137.3641;34.2833;600;26;635.8514;;;;;;;;
553;28;1076;137.3641;34.27256;604;26;637.0422;;;;;;;;
554;28;1077;137.3641;34.26182;607;26;638.2332;;;;;;;;
555;28;1078;137.3641;34.25108;606;26;639.4244;;;;;;;;
556;28;1079;137.3641;34.24034;604;26;640.6157;;;;;;;;
557;28;1080;137.3641;34.2296;602;26;641.8071;;;;;;;;
558;28;1081;137.3641;34.21886;593;25;642.9988;;;;;;;;
559;28;1082;137.3641;34.20811;596;25;644.1906;;;;;;;;
560;28;1083;137.3641;34.19736;596;25;645.3825;;;;;;;;
561;28;1084;137.3641;34.18662;593;25;646.5747;;;;;;;;
562;28;1085;137.3641;34.17587;602;26;647.7669;;;;;;;;
563;28;1086;137.3641;34.16512;602;26;648.9594;;;;;;;;
564;28;1087;137.3641;34.15437;604;26;650.152;;;;;;;;
565;27;1088;137.3511;34.14361;603;26;651.4294;;;;;;;;
566;27;1089;137.3511;34.13286;606;26;652.6222;;;;;;;;
567;27;1090;137.3511;34.1221;605;26;653.8151;;;;;;;;
568;27;1091;137.3511;34.11134;608;27;655.0082;;;;;;;;
569;27;1092;137.3511;34.10059;606;26;656.2015;;;;;;;;
570;27;1093;137.3511;34.08983;608;27;657.3949;;;;;;;;
571;27;1094;137.3511;34.07906;609;27;658.5886;;;;;;;;
572;27;1095;137.3511;34.0683;605;26;659.7823;;;;;;;;
573;27;1096;137.3511;34.05754;605;26;660.9763;;;;;;;;
574;27;1097;137.3511;34.04677;605;26;662.1703;;;;;;;;
575;27;1098;137.3511;34.03601;606;26;663.3646;;;;;;;;
576;27;1099;137.3511;34.02524;608;27;664.559;;;;;;;;
577;27;1100;137.3511;34.01447;606;26;665.7536;;;;;;;;
578;27;1101;137.3511;34.0037;604;26;666.9483;;;;;;;;
579;26;1102;137.3381;33.99292;604;26;668.2279;;;;;;;;
580;26;1103;137.3381;33.98215;605;26;669.4228;;;;;;;;
581;26;1104;137.3381;33.97138;608;27;670.6179;;;;;;;;
582;26;1105;137.3381;33.9606;607;26;671.8131;;;;;;;;
583;26;1106;137.3381;33.94982;609;27;673.0085;;;;;;;;
584;26;1107;137.3381;33.93904;609;27;674.2041;;;;;;;;
585;26;1108;137.3381;33.92826;609;27;675.3998;;;;;;;;
586;26;1109;137.3381;33.91748;609;27;676.5957;;;;;;;;
587;26;1110;137.3381;33.9067;607;26;677.7918;;;;;;;;
588;26;1111;137.3381;33.89591;607;26;678.988;;;;;;;;
589;26;1112;137.3381;33.88513;605;26;680.1844;;;;;;;;
590;26;1113;137.3381;33.87434;606;26;681.381;;;;;;;;
591;26;1114;137.3381;33.86355;608;27;682.5777;;;;;;;;
592;25;1115;137.325;33.85276;607;26;683.8593;;;;;;;;
593;25;1116;137.325;33.84197;606;26;685.0562;;;;;;;;
594;25;1117;137.325;33.83118;606;26;686.2533;;;;;;;;
595;25;1118;137.325;33.82038;606;26;687.4505;;;;;;;;
596;25;1119;137.325;33.80959;606;26;688.6478;;;;;;;;
597;25;1120;137.325;33.79879;605;26;689.8454;;;;;;;;
598;25;1121;137.325;33.78799;606;26;691.0431;;;;;;;;
599;25;1122;137.325;33.77719;602;26;692.241;;;;;;;;
600;25;1123;137.325;33.76639;600;26;693.439;;;;;;;;
601;25;1124;137.325;33.75559;602;26;694.6372;;;;;;;;
602;25;1125;137.325;33.74478;602;26;695.8355;;;;;;;;
603;25;1126;137.325;33.73398;601;26;697.034;;;;;;;;
604;25;1127;137.325;33.72317;599;26;698.2327;;;;;;;;
605;24;1128;137.312;33.71237;591;25;699.5164;;;;;;;;
606;24;1129;137.312;33.70156;588;25;700.7153;;;;;;;;
607;24;1130;137.312;33.69075;567;22;701.9143;;;;;;;;
608;24;1131;137.312;33.67993;561;22;703.1135;;;;;;;;
609;24;1132;137.312;33.66912;520;18;704.3128;;;;;;;;
610;24;1133;137.312;33.65831;511;17;705.5123;;;;;;;;
611;24;1134;137.312;33.64749;502;16;706.712;;;;;;;;
612;24;1135;137.312;33.63667;496;15;707.9118;;;;;;;;
613;24;1136;137.312;33.62585;480;14;709.1118;;;;;;;;
614;24;1137;137.312;33.61503;485;14;710.312;;;;;;;;
615;24;1138;137.312;33.60421;499;16;711.5123;;;;;;;;
616;24;1139;137.312;33.59339;483;14;712.7127;;;;;;;;
617;24;1140;137.312;33.58257;480;14;713.9134;;;;;;;;
618;24;1141;137.312;33.57174;493;15;715.1141;;;;;;;;
619;23;1142;137.299;33.56091;489;15;716.4;;;;;;;;
620;23;1143;137.299;33.55009;483;14;717.601;;;;;;;;
621;23;1144;137.299;33.53926;484;14;718.8022;;;;;;;;
622;23;1145;137.299;33.52843;487;14;720.0035;;;;;;;;
623;23;1146;137.299;33.51759;504;16;721.2049;;;;;;;;
624;23;1147;137.299;33.50676;490;15;722.4065;;;;;;;;
625;23;1148;137.299;33.49592;517;17;723.6083;;;;;;;;
626;23;1149;137.299;33.48509;571;23;724.8103;;;;;;;;
627;23;1150;137.299;33.47425;567;22;726.0124;;;;;;;;
628;23;1151;137.299;33.46341;590;25;727.2146;;;;;;;;
629;23;1152;137.299;33.45257;567;22;728.417;;;;;;;;
630;23;1153;137.299;33.44173;553;21;729.6196;;;;;;;;
631;23;1154;137.299;33.43089;535;19;730.8224;;;;;;;;
632;22;1155;137.286;33.42004;608;27;732.1104;;;;;;;;
633;22;1156;137.286;33.4092;610;27;733.3133;;;;;;;;
634;22;1157;137.286;33.39835;610;27;734.5164;;;;;;;;
635;22;1158;137.286;33.3875;609;27;735.7196;;;;;;;;
636;22;1159;137.286;33.37665;615;27;736.9231;;;;;;;;
637;22;1160;137.286;33.3658;615;27;738.1266;;;;;;;;
638;22;1161;137.286;33.35495;614;27;739.3304;;;;;;;;
639;22;1162;137.286;33.34409;614;27;740.5343;;;;;;;;
640;22;1163;137.286;33.33324;613;27;741.7383;;;;;;;;
641;22;1164;137.286;33.32238;613;27;742.9425;;;;;;;;
642;22;1165;137.286;33.31152;613;27;744.1469;;;;;;;;
643;22;1166;137.286;33.30066;615;27;745.3514;;;;;;;;
644;22;1167;137.286;33.2898;615;27;746.5561;;;;;;;;
645;22;1168;137.286;33.27894;614;27;747.761;;;;;;;;
646;21;1169;137.273;33.26808;613;27;749.0511;;;;;;;;
647;21;1170;137.273;33.25721;614;27;750.2561;;;;;;;;
648;21;1171;137.273;33.24635;615;27;751.4613;;;;;;;;
649;21;1172;137.273;33.23548;614;27;752.6667;;;;;;;;
650;21;1173;137.273;33.22461;614;27;753.8722;;;;;;;;
651;21;1174;137.273;33.21374;613;27;755.0779;;;;;;;;
652;21;1175;137.273;33.20287;613;27;756.2838;;;;;;;;
653;21;1176;137.273;33.192;614;27;757.4898;;;;;;;;
654;21;1177;137.273;33.18112;614;27;758.6959;;;;;;;;
655;21;1178;137.273;33.17025;616;27;759.9022;;;;;;;;
656;21;1179;137.273;33.15937;615;27;761.1087;;;;;;;;
657;21;1180;137.273;33.14849;614;27;762.3154;;;;;;;;
658;21;1181;137.273;33.13761;613;27;763.5222;;;;;;;;
659;20;1182;137.26;33.12673;614;27;764.8144;;;;;;;;
660;20;1183;137.26;33.11585;614;27;766.0214;;;;;;;;
661;20;1184;137.26;33.10497;614;27;767.2285;;;;;;;;
662;20;1185;137.26;33.09408;614;27;768.4358;;;;;;;;
663;20;1186;137.26;33.08319;614;27;769.6433;;;;;;;;
664;20;1187;137.26;33.07231;612;27;770.8509;;;;;;;;
665;20;1188;137.26;33.06142;612;27;772.0587;;;;;;;;
666;20;1189;137.26;33.05053;613;27;773.2667;;;;;;;;
667;20;1190;137.26;33.03964;613;27;774.4748;;;;;;;;
668;20;1191;137.26;33.02874;612;27;775.683;;;;;;;;
669;20;1192;137.26;33.01785;612;27;776.8914;;;;;;;;
670;20;1193;137.26;33.00695;613;27;778.1;;;;;;;;
671;20;1194;137.26;32.99606;616;27;779.3088;;;;;;;;
672;20;1195;137.26;32.98516;612;27;780.5177;;;;;;;;
673;19;1196;137.247;32.97426;612;27;781.812;;;;;;;;
674;19;1197;137.247;32.96336;611;27;783.0211;;;;;;;;
675;19;1198;137.247;32.95245;610;27;784.2303;;;;;;;;
676;19;1199;137.247;32.94155;607;26;785.4397;;;;;;;;
677;19;1200;137.247;32.93064;609;27;786.6493;;;;;;;;
678;19;1201;137.247;32.91974;610;27;787.859;;;;;;;;
679;19;1202;137.247;32.90883;607;26;789.0689;;;;;;;;
680;19;1203;137.247;32.89792;603;26;790.279;;;;;;;;
681;19;1204;137.247;32.88701;590;25;791.4892;;;;;;;;
682;19;1205;137.247;32.8761;605;26;792.6995;;;;;;;;
683;19;1206;137.247;32.86519;596;25;793.9101;;;;;;;;
684;19;1207;137.247;32.85427;593;25;795.1207;;;;;;;;
685;19;1208;137.247;32.84335;594;25;796.3316;;;;;;;;
686;18;1209;137.234;32.83244;546;20;797.628;;;;;;;;
687;18;1210;137.234;32.82152;502;16;798.839;;;;;;;;
688;18;1211;137.234;32.8106;515;17;800.0502;;;;;;;;
689;18;1212;137.234;32.79968;526;18;801.2616;;;;;;;;
690;18;1213;137.234;32.78876;537;19;802.4731;;;;;;;;
691;18;1214;137.234;32.77783;578;24;803.6847;;;;;;;;
692;18;1215;137.234;32.76691;603;26;804.8965;;;;;;;;
693;18;1216;137.234;32.75598;603;26;806.1085;;;;;;;;
694;18;1217;137.234;32.74505;607;26;807.3207;;;;;;;;
695;18;1218;137.234;32.73412;599;26;808.533;;;;;;;;
696;18;1219;137.234;32.72319;610;27;809.7454;;;;;;;;
697;18;1220;137.234;32.71226;609;27;810.958;;;;;;;;
698;18;1221;137.234;32.70133;606;26;812.1708;;;;;;;;
699;18;1222;137.234;32.69039;608;27;813.3837;;;;;;;;
700;17;1223;137.221;32.67946;596;25;814.6822;;;;;;;;
701;17;1224;137.221;32.66852;601;26;815.8954;;;;;;;;
702;17;1225;137.221;32.65758;606;26;817.1086;;;;;;;;
703;17;1226;137.221;32.64664;606;26;818.3221;;;;;;;;
704;17;1227;137.221;32.6357;613;27;819.5357;;;;;;;;
705;17;1228;137.221;32.62476;615;27;820.7494;;;;;;;;
706;17;1229;137.221;32.61381;614;27;821.9633;;;;;;;;
707;17;1230;137.221;32.60287;614;27;823.1774;;;;;;;;
708;17;1231;137.221;32.59192;604;26;824.3916;;;;;;;;
709;17;1232;137.221;32.58097;602;26;825.606;;;;;;;;
710;17;1233;137.221;32.57002;612;27;826.8206;;;;;;;;
711;17;1234;137.221;32.55907;609;27;828.0353;;;;;;;;
712;17;1235;137.221;32.54812;611;27;829.2501;;;;;;;;
713;16;1236;137.208;32.53717;616;27;830.5507;;;;;;;;
714;16;1237;137.208;32.52621;616;27;831.7658;;;;;;;;
715;16;1238;137.208;32.51525;616;27;832.981;;;;;;;;
716;16;1239;137.208;32.5043;616;27;834.1963;;;;;;;;
717;16;1240;137.208;32.49334;615;27;835.4119;;;;;;;;
718;16;1241;137.208;32.48238;615;27;836.6275;;;;;;;;
719;16;1242;137.208;32.47142;609;27;837.8434;;;;;;;;
720;16;1243;137.208;32.46045;597;25;839.0594;;;;;;;;
721;16;1244;137.208;32.44949;606;26;840.2755;;;;;;;;
722;16;1245;137.208;32.43852;600;26;841.4918;;;;;;;;
723;16;1246;137.208;32.42756;594;25;842.7083;;;;;;;;
724;16;1247;137.208;32.41659;552;21;843.9249;;;;;;;;
725;16;1248;137.208;32.40562;573;23;845.1417;;;;;;;;
726;15;1249;137.195;32.39465;590;25;846.4443;;;;;;;;
727;15;1250;137.195;32.38368;582;24;847.6613;;;;;;;;
728;15;1251;137.195;32.3727;608;27;848.8785;;;;;;;;
729;15;1252;137.195;32.36173;617;27;850.0957;;;;;;;;
730;15;1253;137.195;32.35075;617;27;851.3132;;;;;;;;
731;15;1254;137.195;32.33978;603;26;852.5308;;;;;;;;
732;15;1255;137.195;32.3288;612;27;853.7486;;;;;;;;
733;15;1256;137.195;32.31782;614;27;854.9665;;;;;;;;
734;15;1257;137.195;32.30684;615;27;856.1845;;;;;;;;
735;15;1258;137.195;32.29585;613;27;857.4028;;;;;;;;
736;15;1259;137.195;32.28487;614;27;858.6212;;;;;;;;
737;15;1260;137.195;32.27388;611;27;859.8397;;;;;;;;
738;15;1261;137.195;32.2629;612;27;861.0584;;;;;;;;
739;15;1262;137.195;32.25191;610;27;862.2773;;;;;;;;
740;14;1263;137.182;32.24092;612;27;863.582;;;;;;;;
741;14;1264;137.182;32.22993;616;27;864.8011;;;;;;;;
742;14;1265;137.182;32.21894;612;27;866.0203;;;;;;;;
743;14;1266;137.182;32.20794;611;27;867.2396;;;;;;;;
744;14;1267;137.182;32.19695;602;26;868.4592;;;;;;;;
745;14;1268;137.182;32.18595;565;22;869.6788;;;;;;;;
746;14;1269;137.182;32.17495;571;23;870.8987;;;;;;;;
747;14;1270;137.182;32.16396;592;25;872.1187;;;;;;;;
748;14;1271;137.182;32.15296;601;26;873.3388;;;;;;;;
749;14;1272;137.182;32.14195;602;26;874.5591;;;;;;;;
750;14;1273;137.182;32.13095;613;27;875.7796;;;;;;;;
751;14;1274;137.182;32.11995;609;27;877.0002;;;;;;;;
752;14;1275;137.182;32.10894;606;26;878.2209;;;;;;;;
753;13;1276;137.169;32.09794;614;27;879.5278;;;;;;;;
754;13;1277;137.169;32.08693;614;27;880.7487;;;;;;;;
755;13;1278;137.169;32.07592;603;26;881.9699;;;;;;;;
756;13;1279;137.169;32.06491;597;25;883.1911;;;;;;;;
757;13;1280;137.169;32.0539;601;26;884.4126;;;;;;;;
758;13;1281;137.169;32.04288;610;27;885.6342;;;;;;;;
759;13;1282;137.169;32.03187;611;27;886.8559;;;;;;;;
760;13;1283;137.169;32.02085;607;26;888.0778;;;;;;;;
761;13;1284;137.169;32.00983;608;27;889.2999;;;;;;;;
762;13;1285;137.169;31.99882;596;25;890.5221;;;;;;;;
763;13;1286;137.169;31.9878;604;26;891.7444;;;;;;;;
764;13;1287;137.169;31.97677;598;26;892.967;;;;;;;;
765;13;1288;137.169;31.96575;605;26;894.1896;;;;;;;;
766;13;1289;137.169;31.95473;593;25;895.4125;;;;;;;;
767;12;1290;137.156;31.9437;594;25;896.7214;;;;;;;;
768;12;1291;137.156;31.93268;608;27;897.9444;;;;;;;;
769;12;1292;137.156;31.92165;613;27;899.1676;;;;;;;;
770;12;1293;137.156;31.91062;611;27;900.391;;;;;;;;
771;12;1294;137.156;31.89959;600;26;901.6145;;;;;;;;
772;12;1295;137.156;31.88856;598;26;902.8381;;;;;;;;
773;12;1296;137.156;31.87752;610;27;904.0619;;;;;;;;
774;12;1297;137.156;31.86649;612;27;905.2859;;;;;;;;
775;12;1298;137.156;31.85545;611;27;906.51;;;;;;;;
776;12;1299;137.156;31.84442;610;27;907.7343;;;;;;;;
777;12;1300;137.156;31.83338;611;27;908.9587;;;;;;;;
778;12;1301;137.156;31.82234;607;26;910.1833;;;;;;;;
779;12;1302;137.156;31.8113;598;26;911.408;;;;;;;;
780;11;1303;137.143;31.80025;582;24;912.719;;;;;;;;
781;11;1304;137.143;31.78921;564;22;913.9439;;;;;;;;
782;11;1305;137.143;31.77817;575;23;915.169;;;;;;;;
783;11;1306;137.143;31.76712;604;26;916.3943;;;;;;;;
784;11;1307;137.143;31.75607;592;25;917.6197;;;;;;;;
785;11;1308;137.143;31.74502;597;25;918.8452;;;;;;;;
786;11;1309;137.143;31.73397;602;26;920.0709;;;;;;;;
787;11;1310;137.143;31.72292;611;27;921.2968;;;;;;;;
788;11;1311;137.143;31.71187;610;27;922.5228;;;;;;;;
789;11;1312;137.143;31.70081;608;27;923.749;;;;;;;;
790;11;1313;137.143;31.68976;609;27;924.9753;;;;;;;;
791;11;1314;137.143;31.6787;599;26;926.2018;;;;;;;;
792;11;1315;137.143;31.66764;603;26;927.4285;;;;;;;;
793;11;1316;137.143;31.65658;607;26;928.6552;;;;;;;;
794;10;1317;137.13;31.64552;593;25;929.9683;;;;;;;;
795;10;1318;137.13;31.63446;579;24;931.1953;;;;;;;;
796;10;1319;137.13;31.6234;600;26;932.4224;;;;;;;;
797;10;1320;137.13;31.61233;613;27;933.6497;;;;;;;;
798;10;1321;137.13;31.60127;615;27;934.8772;;;;;;;;
799;10;1322;137.13;31.5902;609;27;936.1048;;;;;;;;
800;10;1323;137.13;31.57913;594;25;937.3326;;;;;;;;
801;10;1324;137.13;31.56806;596;25;938.5605;;;;;;;;
802;10;1325;137.13;31.55699;614;27;939.7886;;;;;;;;
803;10;1326;137.13;31.54592;619;28;941.0168;;;;;;;;
804;10;1327;137.13;31.53484;616;27;942.2452;;;;;;;;
805;10;1328;137.13;31.52377;606;26;943.4737;;;;;;;;
806;10;1329;137.13;31.51269;618;28;944.7024;;;;;;;;
807;9;1330;137.117;31.50161;622;28;946.0174;;;;;;;;
808;9;1331;137.117;31.49053;622;28;947.2463;;;;;;;;
809;9;1332;137.117;31.47945;620;28;948.4754;;;;;;;;
810;9;1333;137.117;31.46837;621;28;949.7046;;;;;;;;
811;9;1334;137.117;31.45729;622;28;950.9339;;;;;;;;
812;9;1335;137.117;31.4462;621;28;952.1634;;;;;;;;
813;9;1336;137.117;31.43512;622;28;953.3931;;;;;;;;
814;9;1337;137.117;31.42403;618;28;954.6229;;;;;;;;
815;9;1338;137.117;31.41294;608;27;955.8529;;;;;;;;
816;9;1339;137.117;31.40185;609;27;957.083;;;;;;;;
817;9;1340;137.117;31.39076;614;27;958.3133;;;;;;;;
818;9;1341;137.117;31.37967;614;27;959.5437;;;;;;;;
819;9;1342;137.117;31.36857;617;27;960.7743;;;;;;;;
820;9;1343;137.117;31.35748;619;28;962.005;;;;;;;;
821;8;1344;137.104;31.34638;620;28;963.3221;;;;;;;;
822;8;1345;137.104;31.33529;619;28;964.5531;;;;;;;;
823;8;1346;137.104;31.32419;621;28;965.7841;;;;;;;;
824;8;1347;137.104;31.31309;621;28;967.0154;;;;;;;;
825;8;1348;137.104;31.30199;621;28;968.2468;;;;;;;;
826;8;1349;137.104;31.29088;620;28;969.4783;;;;;;;;
827;8;1350;137.104;31.27978;619;28;970.71;;;;;;;;
828;8;1351;137.104;31.26867;619;28;971.9419;;;;;;;;
829;8;1352;137.104;31.25757;618;28;973.1739;;;;;;;;
830;8;1353;137.104;31.24646;617;27;974.4061;;;;;;;;
831;8;1354;137.104;31.23535;618;28;975.6384;;;;;;;;
832;8;1355;137.104;31.22424;608;27;976.8708;;;;;;;;
833;8;1356;137.104;31.21313;612;27;978.1035;;;;;;;;
834;7;1357;137.091;31.20201;601;26;979.4226;;;;;;;;
835;7;1358;137.091;31.1909;616;27;980.6554;;;;;;;;
836;7;1359;137.091;31.17978;618;28;981.8884;;;;;;;;
837;7;1360;137.091;31.16866;607;26;983.1215;;;;;;;;
838;7;1361;137.091;31.15755;601;26;984.3548;;;;;;;;
839;7;1362;137.091;31.14643;615;27;985.5882;;;;;;;;
840;7;1363;137.091;31.13531;617;27;986.8218;;;;;;;;
841;7;1364;137.091;31.12418;617;27;988.0556;;;;;;;;
842;7;1365;137.091;31.11306;617;27;989.2894;;;;;;;;
